,acea,aceb,acek,fabb,fabd,fabg,fabh,fadd,fade,fadh,fadi,fadj,fadr,hipa,hipb,iclr
dinI_U_N0025_r1,8.09666,8.89153,7.4924,11.7999,11.4839,12.4841,11.6927,8.10141,8.57255,8.30976,7.89805,8.67499,9.31653,8.16063,8.55821,8.87999
dinI_U_N0025_r2,8.08428,8.97226,7.71401,11.8837,11.4079,12.4909,11.7078,8.28453,8.53905,8.31507,7.94731,8.67846,9.29738,8.02302,8.64007,8.95806
dinI_U_N0025_r3,8.1626,8.72618,7.56302,11.8874,11.2281,12.4396,11.7498,8.16202,8.54502,8.39388,8.10158,8.81175,9.31943,7.99629,8.53953,8.79724
dinP_U_N0025_r1,7.79923,8.5562,7.70624,11.7699,11.294,12.4058,11.7469,8.14636,8.45784,8.52172,8.22039,8.76538,9.35047,7.8606,8.4326,8.72411
dinP_U_N0025_r2,7.78849,8.46798,7.62002,11.9508,11.3842,12.5148,11.8605,8.51056,8.56812,8.51765,8.23629,9.09799,9.42172,7.93509,8.66518,8.65934
dinP_U_N0025_r3,8.10021,8.83046,7.63776,11.9906,11.2979,12.473,11.7774,8.41911,8.57925,8.45485,8.34712,8.9956,9.25328,7.96388,8.60248,8.63484
lexA_U_N0025_r1,8.13938,9.09192,7.66458,11.9649,11.2705,12.3708,11.625,8.34795,8.59606,8.45061,8.37016,9.02691,9.27502,8.05743,8.58971,8.86045
lexA_U_N0025_r2,8.08887,9.00062,7.78263,11.9389,11.1454,12.4538,11.6772,8.49325,8.5188,8.47248,8.49609,9.21671,9.47336,7.93794,8.63217,8.74249
lexA_U_N0025_r3,8.0485,9.00896,7.74853,11.983,11.3043,12.4412,11.6909,8.28835,8.5698,8.4909,8.47674,9.02544,9.36231,7.72737,8.65841,8.77359
lon_U_N0025_r1,8.03961,9.0089,7.46224,11.9099,11.1589,12.4909,11.602,8.40556,8.52174,8.29873,8.29906,9.09421,9.36255,8.07661,8.76589,8.85155
lon_U_N0025_r2,7.84616,8.62123,7.63297,11.8993,11.2225,12.3999,11.6771,8.47773,8.31476,8.36194,8.18825,8.93942,9.31615,7.89659,8.45999,8.76568
lon_U_N0025_r3,8.12924,9.04459,7.68469,11.8238,11.1925,12.4595,11.5888,8.27385,8.60365,8.36403,8.0439,8.75957,9.20444,8.16955,8.70965,8.87607
luc_U_N0025_r1,8.04705,8.9609,7.60705,11.8821,11.2146,12.4472,11.7162,8.16601,8.6717,8.31754,8.3316,8.9947,9.49188,7.8814,8.53084,8.76739
luc_U_N0025_r2,8.36998,8.96147,7.71412,12.0558,11.3091,12.4177,11.7205,8.20488,8.475,8.44582,8.26607,9.04922,9.42501,7.96351,8.49932,8.93948
luc_U_N0025_r3,8.05708,8.9349,7.7077,11.9816,11.2501,12.4049,11.6555,8.34018,8.47545,8.33176,8.35799,8.92432,9.40728,8.019,8.62722,8.872
mazF_U_N0025_r1,8.42852,9.26684,8.59386,12.0581,11.4665,12.285,12.0695,8.54066,8.61548,8.33601,8.12071,8.76198,9.3588,7.85659,8.32054,8.97204
mazF_U_N0025_r2,8.26682,9.09429,8.41017,12.0224,11.4573,12.3251,11.9156,8.68868,8.78677,8.39839,7.98729,8.91143,9.3546,7.99896,8.44962,9.01167
mazF_U_N0025_r3,8.08212,9.07036,8.21084,11.923,11.4308,12.3259,11.8779,8.74206,8.59837,8.36464,8.26615,9.1266,9.28669,7.91742,8.44707,8.98841
recA_U_N0025_r1,7.85933,8.90447,7.75971,11.9352,11.2692,12.4115,11.7695,8.67614,8.76894,8.41228,8.23393,9.00963,9.29614,7.96592,8.7749,8.75914
recA_U_N0025_r2,7.79905,8.88927,7.86206,11.9423,11.158,12.3352,11.7084,8.48083,8.54371,8.53777,8.50679,9.09432,9.40246,7.93691,8.63095,8.82449
recA_U_N0025_r3,8.01578,8.94458,7.68277,12.0465,11.2431,12.4954,11.7006,8.47996,8.61572,8.43806,8.28653,9.00028,9.30197,7.99079,8.6852,8.68991
relA_U_N0025_r1,7.58622,8.54949,7.37685,11.9204,11.2219,12.347,11.6658,8.87304,8.76037,8.32675,7.88779,8.87576,9.29924,7.8325,8.61675,8.85289
relA_U_N0025_r2,7.25407,8.43587,7.58712,12.0323,11.151,12.3409,11.6446,8.80453,8.72131,8.32302,8.0759,9.00144,9.15197,7.82229,8.44043,9.21053
relA_U_N0025_r3,7.65204,8.59487,7.3706,11.954,10.982,11.988,11.5526,9.07937,8.96622,8.27012,8.15518,9.24329,9.22264,7.71293,8.37597,9.6041
ruvA_U_N0025_r1,8.18214,8.86787,7.66018,11.9148,11.3475,12.5122,11.6804,8.41655,8.57419,8.39604,8.16547,8.87101,9.43119,8.1077,8.63901,8.94603
ruvA_U_N0025_r2,8.08368,9.02483,7.61241,11.9588,11.221,12.4149,11.6179,8.51509,8.46637,8.36248,8.24928,8.94051,9.2964,8.07686,8.69837,8.88406
ruvA_U_N0025_r3,8.07718,8.96924,7.77479,11.855,11.3753,12.4883,11.6896,8.42477,8.6455,8.46045,8.33688,8.87285,9.36748,7.95522,8.62358,8.9304
sulA_U_N0025_r1,8.10228,8.83259,7.76839,11.9912,11.3065,12.4363,11.7371,8.57704,8.63261,8.45619,8.24611,8.89693,9.44265,7.93172,8.5319,8.81295
sulA_U_N0025_r2,8.11654,8.92117,7.755,12.05,11.3507,12.4909,11.7989,8.28076,8.52518,8.41319,8.35096,8.97958,9.27977,7.93894,8.62139,8.84901
sulA_U_N0025_r3,7.9901,8.97695,7.73801,12.0107,11.388,12.5509,11.727,8.42458,8.54265,8.5033,8.36079,8.80459,9.35961,7.97712,8.74407,8.92312
umuD_U_N0025_r1,8.03834,8.95629,7.95337,12.053,11.4669,12.606,11.8817,8.56756,8.81281,8.68781,8.49485,8.94075,9.32269,8.02906,8.66192,8.94956
umuD_U_N0025_r2,8.17046,8.97865,7.66049,11.92,11.2649,12.5122,11.6593,8.52762,8.73271,8.48361,8.25605,8.96186,9.20862,8.07562,8.78199,8.913
umuD_U_N0025_r3,8.1339,8.86434,7.60567,11.8822,11.398,12.4954,11.6016,8.46868,8.54298,8.31156,8.38694,9.07503,9.28316,7.88085,8.78872,8.8384
uvrA_U_N0025_r1,8.6756,9.32337,7.89887,12.0449,11.4225,12.6229,11.6516,8.48845,8.61482,8.57845,8.66413,9.24745,9.46937,8.15884,8.80934,9.0532
uvrA_U_N0025_r2,8.24797,9.0895,7.57685,11.8557,11.2783,12.463,11.4963,8.35742,8.41865,8.37374,8.3515,8.96442,9.30137,8.00231,8.87624,8.92079
uvrA_U_N0025_r3,8.2277,8.91662,7.70265,11.9405,11.482,12.5752,11.684,8.41506,8.43852,8.23587,7.95676,8.6702,9.44192,8.12448,8.78428,8.97374
yebF_U_N0075_r1,8.28504,9.62764,8.42381,11.5523,10.909,12.0851,11.1455,7.77628,8.79286,8.45102,7.89459,8.77874,8.46053,7.50284,8.10796,9.29218
yebF_U_N0075_r2,8.5365,9.61456,8.03176,11.7042,10.8878,12.1077,11.1096,7.83785,8.27006,8.52124,7.9588,8.67647,8.80964,7.74188,8.4468,9.38285
yebF_U_N0075_r3,8.77831,10.2281,8.51709,11.5323,10.5721,11.7839,10.9219,7.69257,8.84412,8.38457,7.92592,8.87811,8.51075,7.50747,8.03115,9.32508
luc_U_N0075_r1,8.92055,10.3113,8.30939,11.5945,10.6826,11.8605,10.9359,7.76562,8.67878,8.51873,8.10858,8.88751,8.64807,7.78159,8.43677,9.12119
luc_U_N0075_r2,8.44455,9.51525,8.20742,11.4787,10.6083,11.8335,10.9657,7.73577,8.62702,8.52939,8.1185,8.78111,8.81755,7.82152,8.54847,9.3078
luc_U_N0075_r3,9.25624,10.4712,8.27786,11.3826,10.7287,11.6093,11.0378,7.76851,8.36222,8.60992,8.30538,9.06324,8.82534,7.78951,8.59208,9.27809
zipA_U_N0075_r1,8.78423,10.1254,8.5521,11.4469,10.7968,11.9263,11.0792,7.54907,8.11119,8.53577,8.2297,9.03647,8.28327,7.4582,8.06396,9.49747
zipA_U_N0075_r2,8.30915,9.43279,7.88765,11.6675,10.8159,12.0233,10.8853,7.7898,8.60936,8.47671,7.92578,8.58042,8.8319,7.74497,8.42006,9.29227
zipA_U_N0075_r3,8.83794,10.0178,8.06343,11.4834,10.7015,11.8294,10.9855,7.9813,8.62298,8.39624,8.01652,8.69841,8.78598,7.91209,8.49374,9.33199
luc_U_N0000_r1,8.58568,9.44335,8.00137,11.9035,11.6567,12.9335,11.7301,9.07177,8.38027,8.31802,8.07068,8.21918,9.61826,7.7021,8.35432,9.22304
luc_U_N0000_r2,8.8021,9.59254,7.90387,12.347,11.5902,12.7625,11.4715,8.43197,8.33238,8.4796,7.98859,8.3002,9.58342,7.98938,8.74903,9.17692
luc_U_N0000_r3,8.99217,9.68721,7.91636,12.1859,11.3948,12.5051,11.1851,8.18612,8.45911,8.46818,7.97585,8.50906,9.52473,7.89965,8.85817,8.94955
b2618_U_N0075_r1,9.18602,10.0396,8.31588,11.3753,10.4429,11.9261,10.6123,7.39604,8.46475,8.50212,7.94891,8.47803,8.50435,7.40148,8.26413,9.44571
b2618_U_N0075_r2,8.7379,9.71847,7.92109,11.5314,10.6211,11.9613,10.8308,7.66734,8.12971,8.39499,8.10064,8.58097,8.84283,7.67643,8.47212,9.50316
b2618_U_N0075_r3,9.40212,10.2476,8.49182,11.3277,10.2841,11.8754,10.3222,7.52867,8.19591,8.35361,7.86143,8.70877,8.43872,7.26172,8.13708,9.44238
bcp_U_N0075_r1,9.00011,10.161,8.35131,11.3617,10.1902,11.7531,10.4358,7.25543,8.63988,8.64588,7.95541,8.50695,8.40369,7.4256,8.1712,9.34111
bcp_U_N0075_r2,8.49706,9.30581,8.07891,11.5245,10.5954,11.9354,10.6634,7.66407,8.42854,8.37994,8.01222,8.49543,8.68716,7.38581,8.09257,9.30009
bcp_U_N0075_r3,9.06649,10.2317,8.44949,11.3823,10.2074,11.6528,10.4221,7.38267,8.56027,8.67367,7.85017,8.5924,8.16391,7.29653,8.0647,9.40704
cpxR_U_N0075_r1,9.12145,10.2783,8.20985,11.5185,10.5167,11.9769,10.7144,7.60737,8.6476,8.51817,7.90708,8.4917,8.35872,7.59143,8.38078,9.25414
cpxR_U_N0075_r2,8.59116,9.33353,8.32477,11.534,10.5204,11.9763,10.5527,7.65994,8.47149,8.70177,7.90027,8.55465,8.4687,7.22487,8.18998,9.28962
cpxR_U_N0075_r3,9.28038,10.1909,8.77463,11.2784,10.1354,11.8656,10.4365,7.43042,8.67206,8.68613,7.59105,8.53219,7.98439,7.1056,7.95555,9.08569
crcB_U_N0075_r1,8.92357,10.1915,8.45356,11.4711,10.5074,11.9963,10.8276,7.63429,8.81076,8.62226,7.98771,8.72181,8.38109,7.67026,8.21122,9.29805
crcB_U_N0075_r2,8.80322,9.60397,8.1012,11.4728,10.6737,12.019,10.6843,7.78135,7.9252,8.34934,7.64463,8.34771,8.71704,7.54503,8.26412,9.62395
crcB_U_N0075_r3,9.10325,10.1338,8.54253,11.3837,10.2777,11.9041,10.4171,7.3163,8.65354,8.44704,7.68295,8.61964,8.09386,7.27821,8.17727,9.14633
crp_U_N0075_r1,9.04306,10.0121,8.14018,11.4857,10.6042,11.9613,10.625,7.86138,8.29405,8.50115,7.97836,8.47773,8.55989,7.62024,8.59093,9.47203
crp_U_N0075_r2,8.46547,9.30536,8.0418,11.4902,10.5067,11.9208,10.4705,7.76369,8.27561,8.27371,7.78592,8.31734,8.65822,7.54208,8.60937,9.4458
crp_U_N0075_r3,9.00823,10.188,8.61541,11.2571,10.0933,11.7584,10.399,7.21496,8.57243,8.59736,7.79436,8.41,8.0802,7.11266,7.9464,9.20197
cspF_U_N0075_r1,8.93308,10.0329,7.97257,11.5593,10.7196,12.0477,10.8642,7.83416,8.53324,8.35874,8.00402,8.58684,8.71198,7.70887,8.6474,9.28975
cspF_U_N0075_r2,8.46982,9.31312,7.76253,11.5527,10.7122,12.0046,10.6592,7.88734,8.21343,8.24833,7.89106,8.42089,8.71583,7.5369,8.60084,9.42798
cspF_U_N0075_r3,9.10084,10.135,8.61529,11.3198,10.1556,11.7573,10.4494,7.4761,8.41008,8.48395,8.00633,8.66105,8.16299,7.05534,7.95388,9.37218
dam_U_N0075_r1,8.97991,10.0764,8.115,11.5249,10.742,12.0441,10.7899,7.78962,8.49866,8.43712,7.87907,8.3968,8.74171,7.47362,8.53439,9.50902
dam_U_N0075_r2,9.01095,9.9429,7.92079,11.4971,10.6774,11.8923,10.6191,7.74222,8.08354,8.5322,7.75117,8.10581,8.46675,7.82819,8.38559,9.65556
dam_U_N0075_r3,8.93364,9.88977,7.92946,11.3578,10.583,11.8859,10.6958,7.89668,8.28453,8.1702,7.6869,8.25239,8.74507,7.61944,8.3752,9.5707
dnaA_U_N0075_r1,8.74998,9.79442,8.25665,11.6349,10.7707,12.1257,10.8131,7.78773,8.39308,8.41607,7.93503,8.53303,8.82837,7.46098,8.58731,9.5545
dnaA_U_N0075_r2,8.7724,9.55058,8.45158,11.3728,10.6362,12.1086,10.5828,7.68743,7.70002,8.5437,7.88034,8.49989,8.65866,7.32809,8.07053,9.74352
dnaA_U_N0075_r3,8.57357,9.70742,8.46998,11.4396,10.3088,11.8488,10.6898,7.60859,8.54784,8.53144,8.0234,8.48271,8.32045,7.34822,7.9677,9.5191
dnaN_U_N0075_r1,9.20265,10.2753,8.41388,11.4467,10.5809,11.9793,10.8053,7.78955,8.35963,8.35361,7.68575,8.3073,8.3742,7.32462,8.27699,9.65673
dnaN_U_N0075_r2,9.11738,10.001,7.9735,11.4934,10.5805,11.967,10.5908,7.93346,8.17441,8.22531,7.85951,8.38104,8.80287,7.61308,8.65971,9.77755
dnaN_U_N0075_r3,9.15813,10.1776,8.58906,11.2262,10.1282,11.7602,10.3145,7.50453,8.32044,8.4781,7.68024,8.35954,8.16635,7.14497,8.09097,9.88162
dnaT_U_N0075_r1,8.84045,9.71782,8.35237,11.5397,10.6945,12.0164,10.7039,7.85376,7.93041,8.54025,8.07545,8.60747,8.371,7.25273,8.40989,9.59965
dnaT_U_N0075_r2,8.76398,9.69215,7.76767,11.7714,11.0029,12.236,10.9228,8.12821,8.16014,8.34197,7.86633,8.4233,8.93218,7.76479,8.77354,9.70428
dnaT_U_N0075_r3,8.91326,9.83856,8.3831,11.4953,10.4286,11.8649,10.5936,7.65233,8.30588,8.56056,7.69469,8.52847,8.44752,7.23784,7.90661,9.48456
emrR_U_N0075_r1,9.05758,9.91505,7.85611,11.791,11.1104,12.3168,11.1552,8.298,8.12767,8.32209,7.94311,8.41031,8.87025,7.61003,8.69285,9.56519
emrR_U_N0075_r2,8.5968,9.42584,7.54446,11.6334,10.8272,12.0426,10.8119,8.12486,8.06756,7.99302,7.63122,8.30515,8.85559,7.54081,8.62784,9.69964
era_U_N0075_r1,8.77443,9.43099,8.17477,11.5133,10.5568,11.9683,10.5194,7.56274,7.9885,8.38288,7.70635,8.37183,8.42235,7.38853,8.3642,9.5172
era_U_N0075_r2,8.68167,9.33222,8.33386,11.4674,10.4396,11.9195,10.5029,7.51379,8.16959,8.4319,7.80902,8.46939,8.4476,7.27031,8.16476,9.43006
era_U_N0075_r3,9.48244,10.6112,8.33376,11.4729,10.4144,11.9195,10.6015,7.68996,8.51988,8.4959,7.97818,8.56867,8.53917,5.8595,7.55376,9.47064
fis_U_N0075_r1,9.05931,10.0589,8.51626,11.3137,10.3608,11.8822,10.4282,7.3222,8.63951,8.56698,7.73401,8.43448,8.22923,7.36272,8.35778,9.23372
fis_U_N0075_r2,8.67262,9.65946,7.81621,11.4605,10.5708,11.9478,10.6362,7.8422,8.3698,8.33218,8.14578,8.65411,8.77188,7.75714,8.63735,9.31128
fis_U_N0075_r3,9.30571,10.4468,8.33945,11.3997,10.2888,11.7591,10.5823,7.50567,8.38474,8.56686,7.95124,8.53032,8.30692,7.56707,8.43308,9.25217
fklB_U_N0075_r1,8.74712,9.82813,8.64509,11.2939,10.4248,11.94,10.6695,7.42381,8.66221,8.55073,8.04528,8.75919,8.51484,7.45971,8.03086,9.15488
fklB_U_N0075_r2,8.72711,9.59888,8.47026,11.3202,10.2845,11.8788,10.3137,7.39581,8.48367,8.67128,7.64833,8.4167,7.81162,7.11913,7.97153,9.44002
fklB_U_N0075_r3,9.23505,10.4974,8.61006,11.313,10.1392,11.6911,10.3757,7.53829,8.77987,8.59031,8.21848,8.86521,8.29528,7.35554,8.25411,9.25785
folA_U_N0075_r1,8.90019,9.88487,8.35663,11.39,10.4038,11.9293,10.6523,7.44601,8.30715,8.51672,7.99836,8.59445,8.38053,7.27505,8.09301,9.33757
folA_U_N0075_r2,8.36005,9.60681,8.30208,11.4383,10.6072,11.8632,10.9508,7.62486,8.53834,8.53526,8.13836,8.64683,8.83805,7.69871,8.4796,9.29946
folA_U_N0075_r3,8.98875,10.2998,8.50732,11.385,10.2561,11.7743,10.6381,7.54018,8.73185,8.65998,8.082,8.63534,8.16074,7.41606,8.21197,9.47395
